danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track,artist,msPlayed,datetime
0.506,0.517,8,-9.737,0,0.0309,0.00525,0.0194,0.112,0.592,84.915,audio_features,3FChADSthLqW3Lsh2fohXd,spotify:track:3FChADSthLqW3Lsh2fohXd,https://api.spotify.com/v1/tracks/3FChADSthLqW3Lsh2fohXd,https://api.spotify.com/v1/audio-analysis/3FChADSthLqW3Lsh2fohXd,131693,4,It Girl,The Brian Jonestown Massacre,131693,2024-01-03 18:59:00
0.317,0.86,7,-5.584,1,0.0432,0.0867,0.892,0.142,0.364,91.906,audio_features,1qZrZpFbGdJBwBf9QQflHo,spotify:track:1qZrZpFbGdJBwBf9QQflHo,https://api.spotify.com/v1/tracks/1qZrZpFbGdJBwBf9QQflHo,https://api.spotify.com/v1/audio-analysis/1qZrZpFbGdJBwBf9QQflHo,270000,4,Straight Up And Down,The Brian Jonestown Massacre,270000,2024-01-03 19:04:00
0.31,0.839,0,-6.817,1,0.0349,2.55e-06,0.689,0.535,0.652,126.045,audio_features,13xqV08UUlPPdo3g8VCojL,spotify:track:13xqV08UUlPPdo3g8VCojL,https://api.spotify.com/v1/tracks/13xqV08UUlPPdo3g8VCojL,https://api.spotify.com/v1/audio-analysis/13xqV08UUlPPdo3g8VCojL,223440,4,When Jokers Attack,The Brian Jonestown Massacre,223440,2024-01-03 19:09:00
0.527,0.636,5,-12.888,0,0.0347,0.0599,0.843,0.204,0.607,83.101,audio_features,70WSr32oW4jC1na5I0j0D6,spotify:track:70WSr32oW4jC1na5I0j0D6,https://api.spotify.com/v1/tracks/70WSr32oW4jC1na5I0j0D6,https://api.spotify.com/v1/audio-analysis/70WSr32oW4jC1na5I0j0D6,334467,4,Anemone,The Brian Jonestown Massacre,334466,2024-01-03 19:14:00
0.465,0.884,11,-5.423,1,0.051,0.000793,0.818,0.49,0.288,128.284,audio_features,0tyoeMypzUIzgvMB3R7pmL,spotify:track:0tyoeMypzUIzgvMB3R7pmL,https://api.spotify.com/v1/tracks/0tyoeMypzUIzgvMB3R7pmL,https://api.spotify.com/v1/audio-analysis/0tyoeMypzUIzgvMB3R7pmL,278827,4,Panic In Babylon,The Brian Jonestown Massacre,278826,2024-01-03 19:19:00
0.628,0.455,7,-12.436,1,0.0427,0.142,0.693,0.135,0.858,102.09,audio_features,19Qi2Cymjh7HDQESDrDBzs,spotify:track:19Qi2Cymjh7HDQESDrDBzs,https://api.spotify.com/v1/tracks/19Qi2Cymjh7HDQESDrDBzs,https://api.spotify.com/v1/audio-analysis/19Qi2Cymjh7HDQESDrDBzs,318373,4,Autumn Sweater,Yo La Tengo,40966,2024-01-03 19:23:00
0.7,0.588,4,-7.833,0,0.0297,0.112,0.0106,0.117,0.391,114.098,audio_features,3TRm4fcK42qxfh5XTQ6Cvu,spotify:track:3TRm4fcK42qxfh5XTQ6Cvu,https://api.spotify.com/v1/tracks/3TRm4fcK42qxfh5XTQ6Cvu,https://api.spotify.com/v1/audio-analysis/3TRm4fcK42qxfh5XTQ6Cvu,212160,4,Nevertheless,The Brian Jonestown Massacre,212160,2024-01-03 19:23:00
0.47,0.703,7,-8.498,1,0.0319,0.0133,0.862,0.177,0.132,111.143,audio_features,4vJRdgiKKzF36ZqUH0ha6A,spotify:track:4vJRdgiKKzF36ZqUH0ha6A,https://api.spotify.com/v1/tracks/4vJRdgiKKzF36ZqUH0ha6A,https://api.spotify.com/v1/audio-analysis/4vJRdgiKKzF36ZqUH0ha6A,319971,4,Godless,The Dandy Warhols,6026,2024-01-03 19:24:00
0.335,0.488,9,-8.353,1,0.0279,0.0117,0.16,0.318,0.24,163.088,audio_features,6L3VybnyFYYO6mx3JTASET,spotify:track:6L3VybnyFYYO6mx3JTASET,https://api.spotify.com/v1/tracks/6L3VybnyFYYO6mx3JTASET,https://api.spotify.com/v1/audio-analysis/6L3VybnyFYYO6mx3JTASET,240164,4,Not Your Bottle,The Dandy Warhols,240163,2024-01-03 19:28:00
0.419,0.829,11,-9.432,1,0.0324,0.143,0.811,0.624,0.949,156.386,audio_features,2OK8gN4OGfHg4K0fwTyq7A,spotify:track:2OK8gN4OGfHg4K0fwTyq7A,https://api.spotify.com/v1/tracks/2OK8gN4OGfHg4K0fwTyq7A,https://api.spotify.com/v1/audio-analysis/2OK8gN4OGfHg4K0fwTyq7A,320733,4,Wisdom,The Brian Jonestown Massacre,32401,2024-01-03 19:29:00
0.282,0.846,4,-4.641,1,0.0728,8.29e-05,0.482,0.521,0.174,184.617,audio_features,0t4JQeO8qLKzQFcXuTitgk,spotify:track:0t4JQeO8qLKzQFcXuTitgk,https://api.spotify.com/v1/tracks/0t4JQeO8qLKzQFcXuTitgk,https://api.spotify.com/v1/audio-analysis/0t4JQeO8qLKzQFcXuTitgk,497467,4,Leave Them All Behind - 2001 Remaster,Ride,2601,2024-01-03 19:29:00
0.469,0.84,5,-5.036,1,0.0282,7.88e-05,0.826,0.12,0.618,140.053,audio_features,1qzang97Oosou2rXS2ccS4,spotify:track:1qzang97Oosou2rXS2ccS4,https://api.spotify.com/v1/tracks/1qzang97Oosou2rXS2ccS4,https://api.spotify.com/v1/audio-analysis/1qzang97Oosou2rXS2ccS4,266692,4,Tombes Oubliées,The Brian Jonestown Massacre,266692,2024-01-03 19:33:00
0.412,0.94,4,-4.566,1,0.0405,0.000198,0.454,0.128,0.847,79.891,audio_features,1hTXo2iVw4fMyAwt9nzA51,spotify:track:1hTXo2iVw4fMyAwt9nzA51,https://api.spotify.com/v1/tracks/1hTXo2iVw4fMyAwt9nzA51,https://api.spotify.com/v1/audio-analysis/1hTXo2iVw4fMyAwt9nzA51,281293,4,Vad Hände Med Dem?,The Brian Jonestown Massacre,281293,2024-01-03 19:38:00
0.59,0.538,2,-7.46,1,0.0235,0.00192,0.0452,0.0961,0.318,142.743,audio_features,2smh1jTkkLCb4Uk67Foq8H,spotify:track:2smh1jTkkLCb4Uk67Foq8H,https://api.spotify.com/v1/tracks/2smh1jTkkLCb4Uk67Foq8H,https://api.spotify.com/v1/audio-analysis/2smh1jTkkLCb4Uk67Foq8H,259133,4,Open Heart Surgery,The Brian Jonestown Massacre,56233,2024-01-03 19:39:00
0.626,0.565,9,-10.027,1,0.0271,0.124,0.0,0.0811,0.924,116.61,audio_features,6tunhVGD8C05MZNjSVIsjw,spotify:track:6tunhVGD8C05MZNjSVIsjw,https://api.spotify.com/v1/tracks/6tunhVGD8C05MZNjSVIsjw,https://api.spotify.com/v1/audio-analysis/6tunhVGD8C05MZNjSVIsjw,233507,4,It Never Rains,Dire Straits,959,2024-01-03 19:52:00
0.351,0.514,10,-9.092,0,0.0349,0.521,0.277,0.1,0.172,99.133,audio_features,15tLhnzO4o8fMOEjdZGfII,spotify:track:15tLhnzO4o8fMOEjdZGfII,https://api.spotify.com/v1/tracks/15tLhnzO4o8fMOEjdZGfII,https://api.spotify.com/v1/audio-analysis/15tLhnzO4o8fMOEjdZGfII,1619373,4,"Bitches Brew (feat. Wayne Shorter, Bennie Maupin, John McLaughlin, Chick Corea, Joe Zawinul, Dave Holland & Harvey Brooks)",Miles Davis,936,2024-01-03 19:52:00
0.336,0.314,2,-13.085,1,0.0358,0.568,0.682,0.116,0.343,88.977,audio_features,07CwWCJetytT1cSnQOgRMU,spotify:track:07CwWCJetytT1cSnQOgRMU,https://api.spotify.com/v1/tracks/07CwWCJetytT1cSnQOgRMU,https://api.spotify.com/v1/audio-analysis/07CwWCJetytT1cSnQOgRMU,1398707,4,"Dark Star - Live at the Fillmore West San Francisco, 1969; 2001 Remaster",Grateful Dead,2520,2024-01-03 19:52:00
0.69,0.647,5,-8.319,0,0.0484,0.507,9.5e-06,0.118,0.3,100.745,audio_features,6Xtm8qDnhjaBZ3ZlzBZmCm,spotify:track:6Xtm8qDnhjaBZ3ZlzBZmCm,https://api.spotify.com/v1/tracks/6Xtm8qDnhjaBZ3ZlzBZmCm,https://api.spotify.com/v1/audio-analysis/6Xtm8qDnhjaBZ3ZlzBZmCm,203347,4,I Wouldn't Want to Be Like You,The Alan Parsons Project,932,2024-01-03 19:52:00
0.42,0.713,2,-10.286,1,0.0409,0.209,0.000586,0.12,0.555,117.853,audio_features,0iKRf868w4SYEBDILQu8ob,spotify:track:0iKRf868w4SYEBDILQu8ob,https://api.spotify.com/v1/tracks/0iKRf868w4SYEBDILQu8ob,https://api.spotify.com/v1/audio-analysis/0iKRf868w4SYEBDILQu8ob,310427,4,Aladdin Sane - 2013 Remaster,David Bowie,926,2024-01-03 19:52:00
0.704,0.528,5,-13.382,1,0.0358,0.22,0.35,0.14,0.73,117.472,audio_features,5tmrnhMxx39jnu3kjopMdP,spotify:track:5tmrnhMxx39jnu3kjopMdP,https://api.spotify.com/v1/tracks/5tmrnhMxx39jnu3kjopMdP,https://api.spotify.com/v1/audio-analysis/5tmrnhMxx39jnu3kjopMdP,238267,4,Evil Ways,Santana,864,2024-01-03 19:52:00
0.432,0.694,5,-9.095,1,0.0412,0.00154,0.0492,0.249,0.706,135.878,audio_features,0p9dEwFFw14hWTvS9v5NLU,spotify:track:0p9dEwFFw14hWTvS9v5NLU,https://api.spotify.com/v1/tracks/0p9dEwFFw14hWTvS9v5NLU,https://api.spotify.com/v1/audio-analysis/0p9dEwFFw14hWTvS9v5NLU,373867,4,Fairies Wear Boots,Jazz Sabbath,4554,2024-01-03 19:52:00
0.432,0.694,5,-9.095,1,0.0412,0.00154,0.0492,0.249,0.706,135.878,audio_features,0p9dEwFFw14hWTvS9v5NLU,spotify:track:0p9dEwFFw14hWTvS9v5NLU,https://api.spotify.com/v1/tracks/0p9dEwFFw14hWTvS9v5NLU,https://api.spotify.com/v1/audio-analysis/0p9dEwFFw14hWTvS9v5NLU,373867,4,Fairies Wear Boots,Jazz Sabbath,963,2024-01-03 19:52:00
0.645,0.956,6,-3.073,0,0.118,0.171,0.006,0.977,0.685,130.346,audio_features,3WqCh7uQGNLvrAX65qwNj4,spotify:track:3WqCh7uQGNLvrAX65qwNj4,https://api.spotify.com/v1/tracks/3WqCh7uQGNLvrAX65qwNj4,https://api.spotify.com/v1/audio-analysis/3WqCh7uQGNLvrAX65qwNj4,358667,4,Crosseyed and Painless - Live,Talking Heads,1975,2024-01-03 19:52:00
0.739,0.106,2,-21.272,0,0.0537,0.723,0.000383,0.274,0.612,109.297,audio_features,48Xi5SxPbespCwJT2cr9Kw,spotify:track:48Xi5SxPbespCwJT2cr9Kw,https://api.spotify.com/v1/tracks/48Xi5SxPbespCwJT2cr9Kw,https://api.spotify.com/v1/audio-analysis/48Xi5SxPbespCwJT2cr9Kw,231867,3,Isn't It Quiet And Cold,Gentle Giant,931,2024-01-03 19:52:00
0.249,0.209,3,-15.663,1,0.0357,0.917,0.000723,0.116,0.122,113.42,audio_features,2qbFPH5Ik5TVQoJPzFDfpP,spotify:track:2qbFPH5Ik5TVQoJPzFDfpP,https://api.spotify.com/v1/tracks/2qbFPH5Ik5TVQoJPzFDfpP,https://api.spotify.com/v1/audio-analysis/2qbFPH5Ik5TVQoJPzFDfpP,187027,4,Collections,Anthony Phillips,988,2024-01-03 19:52:00
0.226,0.853,10,-6.102,1,0.052,0.211,0.854,0.124,0.529,175.287,audio_features,1uHShAKLCFgheR70HHJkT9,spotify:track:1uHShAKLCFgheR70HHJkT9,https://api.spotify.com/v1/tracks/1uHShAKLCFgheR70HHJkT9,https://api.spotify.com/v1/audio-analysis/1uHShAKLCFgheR70HHJkT9,673333,4,How Did I Find Myself Here,The Dream Syndicate,1648,2024-01-03 19:52:00
0.474,0.862,0,-10.511,1,0.106,0.041,0.0,0.42,0.627,143.856,audio_features,2aNLe4KxMByyqjhmVvR3or,spotify:track:2aNLe4KxMByyqjhmVvR3or,https://api.spotify.com/v1/tracks/2aNLe4KxMByyqjhmVvR3or,https://api.spotify.com/v1/audio-analysis/2aNLe4KxMByyqjhmVvR3or,290533,4,Valley Girl,Frank Zappa,253,2024-01-03 19:52:00
0.474,0.862,0,-10.511,1,0.106,0.041,0.0,0.42,0.627,143.856,audio_features,2aNLe4KxMByyqjhmVvR3or,spotify:track:2aNLe4KxMByyqjhmVvR3or,https://api.spotify.com/v1/tracks/2aNLe4KxMByyqjhmVvR3or,https://api.spotify.com/v1/audio-analysis/2aNLe4KxMByyqjhmVvR3or,290533,4,Valley Girl,Frank Zappa,7369,2024-01-03 19:52:00
0.453,0.963,11,-5.804,0,0.058,0.0104,0.000176,0.695,0.393,131.802,audio_features,4IHy9HrO78fwT0PrfTthVd,spotify:track:4IHy9HrO78fwT0PrfTthVd,https://api.spotify.com/v1/tracks/4IHy9HrO78fwT0PrfTthVd,https://api.spotify.com/v1/audio-analysis/4IHy9HrO78fwT0PrfTthVd,701333,4,"Bring On The Night / When The World Is Running Down You Make The Best Of What's (Still Around) - Live In Paris, 1985",Sting,5341,2024-01-03 19:52:00
0.339,0.616,9,-9.723,1,0.046,0.652,0.0048,0.629,0.299,114.474,audio_features,5kMtIIn6IdHO6zTg9YeBwd,spotify:track:5kMtIIn6IdHO6zTg9YeBwd,https://api.spotify.com/v1/tracks/5kMtIIn6IdHO6zTg9YeBwd,https://api.spotify.com/v1/audio-analysis/5kMtIIn6IdHO6zTg9YeBwd,239380,4,Crying To The Sky - 2018 Remaster,Be Bop Deluxe,1214,2024-01-03 19:52:00
0.243,0.746,4,-8.0,1,0.0407,0.00234,0.268,0.292,0.422,102.497,audio_features,5APhL2AuXIGAHOH7SnA8wV,spotify:track:5APhL2AuXIGAHOH7SnA8wV,https://api.spotify.com/v1/tracks/5APhL2AuXIGAHOH7SnA8wV,https://api.spotify.com/v1/audio-analysis/5APhL2AuXIGAHOH7SnA8wV,264933,4,We Love You,The Rolling Stones,861,2024-01-03 19:53:00
0.263,0.34,6,-16.49,1,0.0987,0.757,0.0,0.681,0.492,171.132,audio_features,4spU5dh2O8aRQDgIrdpiZi,spotify:track:4spU5dh2O8aRQDgIrdpiZi,https://api.spotify.com/v1/tracks/4spU5dh2O8aRQDgIrdpiZi,https://api.spotify.com/v1/audio-analysis/4spU5dh2O8aRQDgIrdpiZi,284840,4,We Shall Overcome,Green On Red,1516,2024-01-03 19:53:00
0.378,0.946,0,-7.968,1,0.151,0.0463,0.818,0.132,0.419,130.538,audio_features,3yIunAtJ0asVeUaFcWsw39,spotify:track:3yIunAtJ0asVeUaFcWsw39,https://api.spotify.com/v1/tracks/3yIunAtJ0asVeUaFcWsw39,https://api.spotify.com/v1/audio-analysis/3yIunAtJ0asVeUaFcWsw39,595827,4,Dusting Off The Rust,The Dream Syndicate,8919,2024-01-03 19:53:00
0.378,0.946,0,-7.968,1,0.151,0.0463,0.818,0.132,0.419,130.538,audio_features,3yIunAtJ0asVeUaFcWsw39,spotify:track:3yIunAtJ0asVeUaFcWsw39,https://api.spotify.com/v1/tracks/3yIunAtJ0asVeUaFcWsw39,https://api.spotify.com/v1/audio-analysis/3yIunAtJ0asVeUaFcWsw39,595827,4,Dusting Off The Rust,The Dream Syndicate,2612,2024-01-03 19:53:00
0.593,0.926,0,-5.189,1,0.0312,0.00664,0.00372,0.296,0.71,141.426,audio_features,1BBIW3lDfwK9PXOFOedZmo,spotify:track:1BBIW3lDfwK9PXOFOedZmo,https://api.spotify.com/v1/tracks/1BBIW3lDfwK9PXOFOedZmo,https://api.spotify.com/v1/audio-analysis/1BBIW3lDfwK9PXOFOedZmo,235293,4,This Is the Way,The Chills,2951,2024-01-03 19:53:00
0.686,0.69,2,-4.34,0,0.0345,0.303,1.83e-05,0.111,0.508,165.082,audio_features,7jOMBbXQZ6oTuIZw8zdzPi,spotify:track:7jOMBbXQZ6oTuIZw8zdzPi,https://api.spotify.com/v1/tracks/7jOMBbXQZ6oTuIZw8zdzPi,https://api.spotify.com/v1/audio-analysis/7jOMBbXQZ6oTuIZw8zdzPi,157187,3,This I Know,Green On Red,2925,2024-01-03 19:53:00
0.637,0.544,2,-10.485,1,0.0319,0.0739,0.000291,0.0702,0.702,127.653,audio_features,6VXYjY8ZZtnE8aQAjMzaIv,spotify:track:6VXYjY8ZZtnE8aQAjMzaIv,https://api.spotify.com/v1/tracks/6VXYjY8ZZtnE8aQAjMzaIv,https://api.spotify.com/v1/audio-analysis/6VXYjY8ZZtnE8aQAjMzaIv,136493,4,In My Own Time,The Three O'Clock,37304,2024-01-03 19:54:00
0.666,0.311,9,-18.998,1,0.0342,0.588,0.759,0.0528,0.836,103.814,audio_features,2cFvxprm6kbEuQz220YWOg,spotify:track:2cFvxprm6kbEuQz220YWOg,https://api.spotify.com/v1/tracks/2cFvxprm6kbEuQz220YWOg,https://api.spotify.com/v1/audio-analysis/2cFvxprm6kbEuQz220YWOg,247600,4,Forever,Orbital,2329,2024-01-03 19:54:00
0.225,0.977,2,-5.949,1,0.33,0.107,0.714,0.746,0.193,88.765,audio_features,0gBs7Dk1Xp7TTltv5U4BWs,spotify:track:0gBs7Dk1Xp7TTltv5U4BWs,https://api.spotify.com/v1/tracks/0gBs7Dk1Xp7TTltv5U4BWs,https://api.spotify.com/v1/audio-analysis/0gBs7Dk1Xp7TTltv5U4BWs,246000,4,Everybody Needs Somebody To Love (Finale) - Live,The Rolling Stones,3560,2024-01-03 20:04:00
0.616,0.801,11,-9.618,0,0.0435,0.00173,0.431,0.0939,0.667,129.978,audio_features,2lbQIq3wQTZvdWnqL2e3Zp,spotify:track:2lbQIq3wQTZvdWnqL2e3Zp,https://api.spotify.com/v1/tracks/2lbQIq3wQTZvdWnqL2e3Zp,https://api.spotify.com/v1/audio-analysis/2lbQIq3wQTZvdWnqL2e3Zp,627000,4,The Girl with the Sun in Her Head,Orbital,583467,2024-01-03 20:04:00
0.46,0.896,9,-8.191,1,0.0367,0.0136,0.805,0.0898,0.622,83.691,audio_features,71gwchHXaX8vdsiZOFeIC0,spotify:track:71gwchHXaX8vdsiZOFeIC0,https://api.spotify.com/v1/tracks/71gwchHXaX8vdsiZOFeIC0,https://api.spotify.com/v1/audio-analysis/71gwchHXaX8vdsiZOFeIC0,35773,5,Everybody Needs Somebody To Love - Live,The Rolling Stones,13622,2024-01-03 20:05:00
0.426,0.824,4,-9.782,1,0.0502,5.81e-05,0.716,0.946,0.612,118.944,audio_features,48qISZnlpVboOBRAiaudbS,spotify:track:48qISZnlpVboOBRAiaudbS,https://api.spotify.com/v1/tracks/48qISZnlpVboOBRAiaudbS,https://api.spotify.com/v1/audio-analysis/48qISZnlpVboOBRAiaudbS,143587,4,I'm Alright - Live,The Rolling Stones,142813,2024-01-03 20:07:00
0.266,0.961,8,-11.914,0,0.335,0.843,0.991,0.909,0.0321,69.859,audio_features,4HvV7Xp4Qwg0pYQXFILFrC,spotify:track:4HvV7Xp4Qwg0pYQXFILFrC,https://api.spotify.com/v1/tracks/4HvV7Xp4Qwg0pYQXFILFrC,https://api.spotify.com/v1/audio-analysis/4HvV7Xp4Qwg0pYQXFILFrC,32947,4,Charlie's Intro To Little Red Rooster - Live,The Rolling Stones,32946,2024-01-03 20:08:00
0.534,0.603,0,-8.03,1,0.0374,0.604,0.935,0.324,0.783,116.174,audio_features,0URvGxmaOtVZFYG3SV4POa,spotify:track:0URvGxmaOtVZFYG3SV4POa,https://api.spotify.com/v1/tracks/0URvGxmaOtVZFYG3SV4POa,https://api.spotify.com/v1/audio-analysis/0URvGxmaOtVZFYG3SV4POa,128853,4,Stoned - (Original Single Mono Version),The Rolling Stones,128853,2024-01-03 20:10:00
0.424,0.555,9,-5.45,1,0.0408,0.00164,0.0243,0.462,0.31,122.232,audio_features,2iZEOHx7XZGZUglo3gI9a7,spotify:track:2iZEOHx7XZGZUglo3gI9a7,https://api.spotify.com/v1/tracks/2iZEOHx7XZGZUglo3gI9a7,https://api.spotify.com/v1/audio-analysis/2iZEOHx7XZGZUglo3gI9a7,187627,4,2000 Man - Remastered 2017 / Stereo,The Rolling Stones,187626,2024-01-03 20:13:00
0.419,0.809,0,-6.135,1,0.1,0.38,0.25,0.715,0.534,92.675,audio_features,41RMsOmfx1B2n3Z44ELOb5,spotify:track:41RMsOmfx1B2n3Z44ELOb5,https://api.spotify.com/v1/tracks/41RMsOmfx1B2n3Z44ELOb5,https://api.spotify.com/v1/audio-analysis/41RMsOmfx1B2n3Z44ELOb5,263987,4,You Can't Always Get What You Want - Remastered 2018,The Rolling Stones,263986,2024-01-03 20:18:00
0.417,0.25,7,-12.772,1,0.0273,0.0193,0.0,0.0935,0.524,154.213,audio_features,2WRV9CuTU1v3FM3GqlQFtL,spotify:track:2WRV9CuTU1v3FM3GqlQFtL,https://api.spotify.com/v1/tracks/2WRV9CuTU1v3FM3GqlQFtL,https://api.spotify.com/v1/audio-analysis/2WRV9CuTU1v3FM3GqlQFtL,207040,3,Back Street Girl,The Rolling Stones,8718,2024-01-03 20:18:00
0.305,0.907,0,-5.866,1,0.0619,0.0359,0.0593,0.102,0.544,112.737,audio_features,51S9pXdACCrhputBUl05Cs,spotify:track:51S9pXdACCrhputBUl05Cs,https://api.spotify.com/v1/tracks/51S9pXdACCrhputBUl05Cs,https://api.spotify.com/v1/audio-analysis/51S9pXdACCrhputBUl05Cs,396760,4,22 Acacia Avenue - 2015 Remaster,Iron Maiden,396760,2024-01-03 20:25:00
0.277,0.939,2,-5.199,0,0.0716,0.0138,0.0452,0.0513,0.448,123.699,audio_features,1JQdu2u9Nf1GERHbTMm54n,spotify:track:1JQdu2u9Nf1GERHbTMm54n,https://api.spotify.com/v1/tracks/1JQdu2u9Nf1GERHbTMm54n,https://api.spotify.com/v1/audio-analysis/1JQdu2u9Nf1GERHbTMm54n,229120,4,Gangland - 2015 Remaster,Iron Maiden,63223,2024-01-03 20:36:00
0.399,0.433,5,-13.721,1,0.0389,0.549,0.873,0.141,0.556,88.993,audio_features,2oZsXSssUFo09ZdDH217ld,spotify:track:2oZsXSssUFo09ZdDH217ld,https://api.spotify.com/v1/tracks/2oZsXSssUFo09ZdDH217ld,https://api.spotify.com/v1/audio-analysis/2oZsXSssUFo09ZdDH217ld,479187,4,Blessed Relief,Frank Zappa,2421,2024-01-04 05:54:00
0.469,0.463,5,-6.907,1,0.0369,0.329,0.438,0.116,0.249,82.835,audio_features,3iJ3aUaosOAdlVbAIJGwao,spotify:track:3iJ3aUaosOAdlVbAIJGwao,https://api.spotify.com/v1/tracks/3iJ3aUaosOAdlVbAIJGwao,https://api.spotify.com/v1/audio-analysis/3iJ3aUaosOAdlVbAIJGwao,174747,4,Knowing That I'm Losing You (Tangerine),The Yardbirds,1363,2024-01-04 05:54:00
0.352,0.474,9,-12.509,1,0.0372,0.406,0.00199,0.464,0.576,122.449,audio_features,0MVV5qvdj439PGVWPlCZp3,spotify:track:0MVV5qvdj439PGVWPlCZp3,https://api.spotify.com/v1/tracks/0MVV5qvdj439PGVWPlCZp3,https://api.spotify.com/v1/audio-analysis/0MVV5qvdj439PGVWPlCZp3,321800,4,Sea Of Joy,Blind Faith,7689,2024-01-04 05:54:00
0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,audio_features,2aoo2jlRnM3A0NyLQqMN2f,spotify:track:2aoo2jlRnM3A0NyLQqMN2f,https://api.spotify.com/v1/tracks/2aoo2jlRnM3A0NyLQqMN2f,https://api.spotify.com/v1/audio-analysis/2aoo2jlRnM3A0NyLQqMN2f,240800,4,All Along the Watchtower,Bob Dylan,1844,2024-01-04 05:54:00
0.765,0.395,5,-10.75,0,0.0279,0.0774,0.00223,0.103,0.706,88.149,audio_features,715d8L5PwLgywoxlVZhXIT,spotify:track:715d8L5PwLgywoxlVZhXIT,https://api.spotify.com/v1/tracks/715d8L5PwLgywoxlVZhXIT,https://api.spotify.com/v1/audio-analysis/715d8L5PwLgywoxlVZhXIT,203160,4,Bluebird,Buffalo Springfield,275760,2024-01-04 05:59:00
0.402,0.622,7,-7.517,1,0.026,0.0612,0.0802,0.159,0.42,140.714,audio_features,43OyzaGBhNEcvxhQfuI4E6,spotify:track:43OyzaGBhNEcvxhQfuI4E6,https://api.spotify.com/v1/tracks/43OyzaGBhNEcvxhQfuI4E6,https://api.spotify.com/v1/audio-analysis/43OyzaGBhNEcvxhQfuI4E6,191427,4,Hard Monkeys - 2004 Remaster,Ten Years After,191426,2024-01-04 06:02:00
0.575,0.696,0,-10.01,1,0.12,0.179,0.00114,0.315,0.646,86.304,audio_features,6MBZyLisOWTChcevgFqwVr,spotify:track:6MBZyLisOWTChcevgFqwVr,https://api.spotify.com/v1/tracks/6MBZyLisOWTChcevgFqwVr,https://api.spotify.com/v1/audio-analysis/6MBZyLisOWTChcevgFqwVr,250200,4,Cross-Eyed Mary,Jethro Tull,126265,2024-01-04 06:04:00
0.247,0.594,4,-9.71,0,0.0408,0.0214,0.0999,0.196,0.303,74.92,audio_features,5OBptQtIlGOG94la7qil6c,spotify:track:5OBptQtIlGOG94la7qil6c,https://api.spotify.com/v1/tracks/5OBptQtIlGOG94la7qil6c,https://api.spotify.com/v1/audio-analysis/5OBptQtIlGOG94la7qil6c,574840,4,Firth Of Fifth - Remastered 2008,Genesis,9176,2024-01-04 06:08:00
0.439,0.827,0,-4.593,1,0.0335,0.0646,0.374,0.0844,0.54,111.297,audio_features,0f7VY69zhtS20Xm5PVYCm5,spotify:track:0f7VY69zhtS20Xm5PVYCm5,https://api.spotify.com/v1/tracks/0f7VY69zhtS20Xm5PVYCm5,https://api.spotify.com/v1/audio-analysis/0f7VY69zhtS20Xm5PVYCm5,206467,4,Doo Doo Doo Doo Doo (Heartbreaker),The Rolling Stones,206466,2024-01-04 06:08:00
0.558,0.744,4,-7.791,0,0.037,0.569,0.000148,0.24,0.54,128.949,audio_features,7vCAPGfk46iIyikreugUay,spotify:track:7vCAPGfk46iIyikreugUay,https://api.spotify.com/v1/tracks/7vCAPGfk46iIyikreugUay,https://api.spotify.com/v1/audio-analysis/7vCAPGfk46iIyikreugUay,186507,4,Coming into Los Angeles - Remastered,Arlo Guthrie,186506,2024-01-04 06:11:00
0.454,0.447,9,-13.387,0,0.0273,0.0225,0.889,0.103,0.429,74.474,audio_features,03d5V0uvYp3hU7wE9mJzJa,spotify:track:03d5V0uvYp3hU7wE9mJzJa,https://api.spotify.com/v1/tracks/03d5V0uvYp3hU7wE9mJzJa,https://api.spotify.com/v1/audio-analysis/03d5V0uvYp3hU7wE9mJzJa,265920,4,Queen St. Gang,Arzachel,265920,2024-01-04 06:15:00
0.498,0.73,4,-10.326,1,0.0388,0.076,0.0579,0.0712,0.724,131.019,audio_features,5floNyItopWZyB4IzKrJtW,spotify:track:5floNyItopWZyB4IzKrJtW,https://api.spotify.com/v1/tracks/5floNyItopWZyB4IzKrJtW,https://api.spotify.com/v1/audio-analysis/5floNyItopWZyB4IzKrJtW,260333,4,トーキョーレギー,Masayoshi Takanaka,260333,2024-01-04 06:20:00
0.454,0.278,4,-15.645,1,0.0292,0.625,0.0,0.356,0.376,92.33,audio_features,32r2PKxfSJhDBSyO702TaO,spotify:track:32r2PKxfSJhDBSyO702TaO,https://api.spotify.com/v1/tracks/32r2PKxfSJhDBSyO702TaO,https://api.spotify.com/v1/audio-analysis/32r2PKxfSJhDBSyO702TaO,153840,4,I Don't Mind,Psychic Ills,280720,2024-01-04 06:25:00
0.412,0.94,4,-4.566,1,0.0405,0.000198,0.454,0.128,0.847,79.891,audio_features,1hTXo2iVw4fMyAwt9nzA51,spotify:track:1hTXo2iVw4fMyAwt9nzA51,https://api.spotify.com/v1/tracks/1hTXo2iVw4fMyAwt9nzA51,https://api.spotify.com/v1/audio-analysis/1hTXo2iVw4fMyAwt9nzA51,281293,4,Vad Hände Med Dem?,The Brian Jonestown Massacre,281293,2024-01-04 06:30:00
