,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track,artist,msPlayed,datetime
0,0.663,0.689,0,-11.904,1,0.0499,0.16,4.71e-05,0.334,0.556,86.588,audio_features,2LBI6nQa32PRfRoH4Lrkod,spotify:track:2LBI6nQa32PRfRoH4Lrkod,https://api.spotify.com/v1/tracks/2LBI6nQa32PRfRoH4Lrkod,https://api.spotify.com/v1/audio-analysis/2LBI6nQa32PRfRoH4Lrkod,127760,4,Connection,The Rolling Stones,127946,2024-01-02 21:38:00
0,0.552,0.786,6,-7.894,0,0.0301,0.55,2.02e-06,0.309,0.965,134.165,audio_features,3S6WfPzicOFrkWshc3NTzj,spotify:track:3S6WfPzicOFrkWshc3NTzj,https://api.spotify.com/v1/tracks/3S6WfPzicOFrkWshc3NTzj,https://api.spotify.com/v1/audio-analysis/3S6WfPzicOFrkWshc3NTzj,126133,4,Poison Ivy - Version 2,The Rolling Stones,126453,2024-01-02 21:41:00
0,0.389,0.777,4,-6.534,1,0.0404,0.155,2.62e-06,0.141,0.365,96.902,audio_features,5FTPD9wSP9IjYBeivNE7cU,spotify:track:5FTPD9wSP9IjYBeivNE7cU,https://api.spotify.com/v1/tracks/5FTPD9wSP9IjYBeivNE7cU,https://api.spotify.com/v1/audio-analysis/5FTPD9wSP9IjYBeivNE7cU,289533,4,Salt Of The Earth - 50th Anniversary Edition,The Rolling Stones,289533,2024-01-02 21:46:00
0,0.265,0.661,9,-8.938,1,0.0388,0.446,0.175,0.35,0.0393,170.581,audio_features,59BVdvB8uVnTZFSLKG4i58,spotify:track:59BVdvB8uVnTZFSLKG4i58,https://api.spotify.com/v1/tracks/59BVdvB8uVnTZFSLKG4i58,https://api.spotify.com/v1/audio-analysis/59BVdvB8uVnTZFSLKG4i58,174600,3,I've Been Loving You Too Long - Live,The Rolling Stones,11349,2024-01-02 21:46:00
0,0.46,0.896,9,-8.191,1,0.0367,0.0136,0.805,0.0898,0.622,83.691,audio_features,71gwchHXaX8vdsiZOFeIC0,spotify:track:71gwchHXaX8vdsiZOFeIC0,https://api.spotify.com/v1/tracks/71gwchHXaX8vdsiZOFeIC0,https://api.spotify.com/v1/audio-analysis/71gwchHXaX8vdsiZOFeIC0,35773,5,Everybody Needs Somebody To Love - Live,The Rolling Stones,1181,2024-01-02 21:47:00
0,0.744,0.255,9,-16.892,1,0.941,0.934,0.000283,0.266,0.718,101.593,audio_features,45T05lggVsPiM8pMenwQ27,spotify:track:45T05lggVsPiM8pMenwQ27,https://api.spotify.com/v1/tracks/45T05lggVsPiM8pMenwQ27,https://api.spotify.com/v1/audio-analysis/45T05lggVsPiM8pMenwQ27,63827,4,Mick Jagger's Introduction Of Rock And Roll Circus - Remastered 2018,Mick Jagger,26666,2024-01-02 21:47:00
0,0.317,0.607,2,-11.862,1,0.0647,0.456,5.36e-05,0.288,0.747,185.991,audio_features,5uAiJO2YixjY3LtkIK3FUJ,spotify:track:5uAiJO2YixjY3LtkIK3FUJ,https://api.spotify.com/v1/tracks/5uAiJO2YixjY3LtkIK3FUJ,https://api.spotify.com/v1/audio-analysis/5uAiJO2YixjY3LtkIK3FUJ,183147,4,Around And Around,The Rolling Stones,1416,2024-01-02 21:47:00
0,0.581,0.673,0,-7.847,1,0.0282,0.2,0.0127,0.165,0.736,112.517,audio_features,0WA0Hrs35rxlN0z8MeznUH,spotify:track:0WA0Hrs35rxlN0z8MeznUH,https://api.spotify.com/v1/tracks/0WA0Hrs35rxlN0z8MeznUH,https://api.spotify.com/v1/audio-analysis/0WA0Hrs35rxlN0z8MeznUH,148813,4,Blue Turns To Grey,The Rolling Stones,148813,2024-01-02 21:49:00
0,0.417,0.25,7,-12.772,1,0.0273,0.0193,0.0,0.0935,0.524,154.213,audio_features,2WRV9CuTU1v3FM3GqlQFtL,spotify:track:2WRV9CuTU1v3FM3GqlQFtL,https://api.spotify.com/v1/tracks/2WRV9CuTU1v3FM3GqlQFtL,https://api.spotify.com/v1/audio-analysis/2WRV9CuTU1v3FM3GqlQFtL,207040,3,Back Street Girl,The Rolling Stones,16283,2024-01-02 21:50:00
0,0.471,0.0865,9,-17.821,0,0.0431,0.986,0.721,0.0951,0.218,60.469,audio_features,5OQzdZpyPlkADNSDMUEr2U,spotify:track:5OQzdZpyPlkADNSDMUEr2U,https://api.spotify.com/v1/tracks/5OQzdZpyPlkADNSDMUEr2U,https://api.spotify.com/v1/audio-analysis/5OQzdZpyPlkADNSDMUEr2U,226160,4,Yesterdays,Miles Davis,21126,2024-01-02 21:51:00
0,0.395,0.579,9,-7.565,0,0.0341,0.0943,0.0925,0.176,0.218,90.443,audio_features,1XaL1OWGibGlPqLUW9MnCX,spotify:track:1XaL1OWGibGlPqLUW9MnCX,https://api.spotify.com/v1/tracks/1XaL1OWGibGlPqLUW9MnCX,https://api.spotify.com/v1/audio-analysis/1XaL1OWGibGlPqLUW9MnCX,331627,4,Sister Morphine - 2009 Mix,The Rolling Stones,54122,2024-01-02 21:57:00
0,0.846,0.551,5,-9.942,1,0.281,0.254,0.0,0.0731,0.64,122.012,audio_features,2c0nvQFuf7eLrHFgnaY4c1,spotify:track:2c0nvQFuf7eLrHFgnaY4c1,https://api.spotify.com/v1/tracks/2c0nvQFuf7eLrHFgnaY4c1,https://api.spotify.com/v1/audio-analysis/2c0nvQFuf7eLrHFgnaY4c1,83606,4,Edward,Nicky Hopkins,52335,2024-01-02 21:58:00
0,0.434,0.188,9,-18.628,0,0.0433,0.843,0.000174,0.0919,0.115,138.77,audio_features,0EHVdmnOEIMNQydf0sW2a1,spotify:track:0EHVdmnOEIMNQydf0sW2a1,https://api.spotify.com/v1/tracks/0EHVdmnOEIMNQydf0sW2a1,https://api.spotify.com/v1/audio-analysis/0EHVdmnOEIMNQydf0sW2a1,574133,4,Key West,Bobby Keys,91628,2024-01-02 22:07:00
0,0.558,0.744,4,-7.791,0,0.037,0.569,0.000148,0.24,0.54,128.949,audio_features,7vCAPGfk46iIyikreugUay,spotify:track:7vCAPGfk46iIyikreugUay,https://api.spotify.com/v1/tracks/7vCAPGfk46iIyikreugUay,https://api.spotify.com/v1/audio-analysis/7vCAPGfk46iIyikreugUay,186507,4,Coming into Los Angeles - Remastered,Arlo Guthrie,1548,2024-01-03 05:48:00
0,0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,audio_features,2aoo2jlRnM3A0NyLQqMN2f,spotify:track:2aoo2jlRnM3A0NyLQqMN2f,https://api.spotify.com/v1/tracks/2aoo2jlRnM3A0NyLQqMN2f,https://api.spotify.com/v1/audio-analysis/2aoo2jlRnM3A0NyLQqMN2f,240800,4,All Along the Watchtower,Bob Dylan,2193,2024-01-03 05:48:00
0,0.765,0.395,5,-10.75,0,0.0279,0.0774,0.00223,0.103,0.706,88.149,audio_features,715d8L5PwLgywoxlVZhXIT,spotify:track:715d8L5PwLgywoxlVZhXIT,https://api.spotify.com/v1/tracks/715d8L5PwLgywoxlVZhXIT,https://api.spotify.com/v1/audio-analysis/715d8L5PwLgywoxlVZhXIT,203160,4,Bluebird,Buffalo Springfield,4375,2024-01-03 05:48:00
0,0.575,0.696,0,-10.01,1,0.12,0.179,0.00114,0.315,0.646,86.304,audio_features,6MBZyLisOWTChcevgFqwVr,spotify:track:6MBZyLisOWTChcevgFqwVr,https://api.spotify.com/v1/tracks/6MBZyLisOWTChcevgFqwVr,https://api.spotify.com/v1/audio-analysis/6MBZyLisOWTChcevgFqwVr,250200,4,Cross-Eyed Mary,Jethro Tull,250200,2024-01-03 05:53:00
0,0.399,0.433,5,-13.721,1,0.0389,0.549,0.873,0.141,0.556,88.993,audio_features,2oZsXSssUFo09ZdDH217ld,spotify:track:2oZsXSssUFo09ZdDH217ld,https://api.spotify.com/v1/tracks/2oZsXSssUFo09ZdDH217ld,https://api.spotify.com/v1/audio-analysis/2oZsXSssUFo09ZdDH217ld,479187,4,Blessed Relief,Frank Zappa,1546,2024-01-03 05:59:00
0,0.352,0.474,9,-12.509,1,0.0372,0.406,0.00199,0.464,0.576,122.449,audio_features,0MVV5qvdj439PGVWPlCZp3,spotify:track:0MVV5qvdj439PGVWPlCZp3,https://api.spotify.com/v1/tracks/0MVV5qvdj439PGVWPlCZp3,https://api.spotify.com/v1/audio-analysis/0MVV5qvdj439PGVWPlCZp3,321800,4,Sea Of Joy,Blind Faith,8241,2024-01-03 05:59:00
0,0.247,0.594,4,-9.71,0,0.0408,0.0214,0.0999,0.196,0.303,74.92,audio_features,5OBptQtIlGOG94la7qil6c,spotify:track:5OBptQtIlGOG94la7qil6c,https://api.spotify.com/v1/tracks/5OBptQtIlGOG94la7qil6c,https://api.spotify.com/v1/audio-analysis/5OBptQtIlGOG94la7qil6c,574840,4,Firth Of Fifth - Remastered 2008,Genesis,1410,2024-01-03 05:59:00
0,0.454,0.447,9,-13.387,0,0.0273,0.0225,0.889,0.103,0.429,74.474,audio_features,03d5V0uvYp3hU7wE9mJzJa,spotify:track:03d5V0uvYp3hU7wE9mJzJa,https://api.spotify.com/v1/tracks/03d5V0uvYp3hU7wE9mJzJa,https://api.spotify.com/v1/audio-analysis/03d5V0uvYp3hU7wE9mJzJa,265920,4,Queen St. Gang,Arzachel,265920,2024-01-03 05:59:00
0,0.596,0.575,4,-14.254,0,0.04,0.449,0.000104,0.0839,0.745,107.573,audio_features,08xsXR637CEqbxJmpFcuSA,spotify:track:08xsXR637CEqbxJmpFcuSA,https://api.spotify.com/v1/tracks/08xsXR637CEqbxJmpFcuSA,https://api.spotify.com/v1/audio-analysis/08xsXR637CEqbxJmpFcuSA,164707,4,Badge,Cream,164706,2024-01-03 06:02:00
0,0.186,0.546,2,-9.947,1,0.0373,0.451,0.0,0.201,0.533,177.526,audio_features,6QZfj7u76JcewmSARFVUmr,spotify:track:6QZfj7u76JcewmSARFVUmr,https://api.spotify.com/v1/tracks/6QZfj7u76JcewmSARFVUmr,https://api.spotify.com/v1/audio-analysis/6QZfj7u76JcewmSARFVUmr,152453,3,5D (Fifth Dimension),The Byrds,153426,2024-01-03 06:05:00
0,0.402,0.622,7,-7.517,1,0.026,0.0612,0.0802,0.159,0.42,140.714,audio_features,43OyzaGBhNEcvxhQfuI4E6,spotify:track:43OyzaGBhNEcvxhQfuI4E6,https://api.spotify.com/v1/tracks/43OyzaGBhNEcvxhQfuI4E6,https://api.spotify.com/v1/audio-analysis/43OyzaGBhNEcvxhQfuI4E6,191427,4,Hard Monkeys - 2004 Remaster,Ten Years After,191426,2024-01-03 06:09:00
0,0.469,0.463,5,-6.907,1,0.0369,0.329,0.438,0.116,0.249,82.835,audio_features,3iJ3aUaosOAdlVbAIJGwao,spotify:track:3iJ3aUaosOAdlVbAIJGwao,https://api.spotify.com/v1/tracks/3iJ3aUaosOAdlVbAIJGwao,https://api.spotify.com/v1/audio-analysis/3iJ3aUaosOAdlVbAIJGwao,174747,4,Knowing That I'm Losing You (Tangerine),The Yardbirds,174746,2024-01-03 06:11:00
