,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track,artist,msPlayed,datetime
0,0.726,0.801,7,-8.279,0,0.0548,0.635,1.58e-06,0.107,0.851,119.913,audio_features,6oFoPSFMpkKDpvXk9cjeQ9,spotify:track:6oFoPSFMpkKDpvXk9cjeQ9,https://api.spotify.com/v1/tracks/6oFoPSFMpkKDpvXk9cjeQ9,https://api.spotify.com/v1/audio-analysis/6oFoPSFMpkKDpvXk9cjeQ9,251427,4,N'kodo,Djamel Laroussi,151697,2024-01-12 19:05:00
0,0.124,0.00459,9,-38.576,0,0.0335,0.72,0.0126,0.118,0.0551,97.022,audio_features,6yZJ0RbuhkJ6gkSAt6yAzK,spotify:track:6yZJ0RbuhkJ6gkSAt6yAzK,https://api.spotify.com/v1/tracks/6yZJ0RbuhkJ6gkSAt6yAzK,https://api.spotify.com/v1/audio-analysis/6yZJ0RbuhkJ6gkSAt6yAzK,95467,4,"Ma mère l'oye, M. 62: Interlude",Maurice Ravel,95466,2024-01-12 19:06:00
0,0.0974,0.00435,7,-35.529,0,0.0399,0.873,0.12,0.0852,0.0335,88.955,audio_features,0nDrucKg2B4X2sRclTsLcq,spotify:track:0nDrucKg2B4X2sRclTsLcq,https://api.spotify.com/v1/tracks/0nDrucKg2B4X2sRclTsLcq,https://api.spotify.com/v1/audio-analysis/0nDrucKg2B4X2sRclTsLcq,300293,4,"Ma mère l'oye, M. 62: III. Les Entretiens de la Belle et de la Bête.Mouvement de Valse modéré",Maurice Ravel,300293,2024-01-12 19:12:00
0,0.151,0.0359,10,-31.035,0,0.0372,0.959,0.838,0.113,0.0373,84.665,audio_features,2lb4D1rapAk4k18zPI6Jc0,spotify:track:2lb4D1rapAk4k18zPI6Jc0,https://api.spotify.com/v1/tracks/2lb4D1rapAk4k18zPI6Jc0,https://api.spotify.com/v1/audio-analysis/2lb4D1rapAk4k18zPI6Jc0,221400,4,"Ma mère l'oye, M. 62: I. Danse du rouet et Scène - Allegro",Maurice Ravel,37159,2024-01-12 19:12:00
0,0.538,0.423,0,-9.991,1,0.0326,0.205,0.456,0.152,0.697,98.518,audio_features,2GCa2lNFG3VLN9JQBFa1Wk,spotify:track:2GCa2lNFG3VLN9JQBFa1Wk,https://api.spotify.com/v1/tracks/2GCa2lNFG3VLN9JQBFa1Wk,https://api.spotify.com/v1/audio-analysis/2GCa2lNFG3VLN9JQBFa1Wk,361267,1,The Entertainer (Done in the Style of the Blues),Rahsaan Roland Kirk,122082,2024-01-12 19:14:00
0,0.785,0.499,0,-13.162,1,0.25,0.684,0.0032,0.412,0.967,134.394,audio_features,0MT0GCsAfpFozoQlIT76Df,spotify:track:0MT0GCsAfpFozoQlIT76Df,https://api.spotify.com/v1/tracks/0MT0GCsAfpFozoQlIT76Df,https://api.spotify.com/v1/audio-analysis/0MT0GCsAfpFozoQlIT76Df,38933,4,Oatsy Doatsy - 1,Yusef Lateef,38933,2024-01-12 19:15:00
0,0.114,0.0158,0,-25.243,1,0.0351,0.902,0.824,0.257,0.0481,82.868,audio_features,6xEBSvLDWaFinm8v3NZQCX,spotify:track:6xEBSvLDWaFinm8v3NZQCX,https://api.spotify.com/v1/tracks/6xEBSvLDWaFinm8v3NZQCX,https://api.spotify.com/v1/audio-analysis/6xEBSvLDWaFinm8v3NZQCX,209000,5,"Ma mère l'oye, M. 62: Apothéose: Le jardin féerique. Lent et grave",Maurice Ravel,209000,2024-01-12 19:19:00
0,0.0963,0.0052,0,-37.914,1,0.0441,0.908,0.826,0.0743,0.031,89.212,audio_features,6250FI2J8H853FbjFRMATf,spotify:track:6250FI2J8H853FbjFRMATf,https://api.spotify.com/v1/tracks/6250FI2J8H853FbjFRMATf,https://api.spotify.com/v1/audio-analysis/6250FI2J8H853FbjFRMATf,470280,4,"Nocturnes, L. 91: 1. Nuages",Claude Debussy,13531,2024-01-12 19:26:00
0,0.252,0.056,2,-23.938,1,0.0459,0.854,0.703,0.487,0.126,120.762,audio_features,25HQpWmR3owrTDmh7FpXrh,spotify:track:25HQpWmR3owrTDmh7FpXrh,https://api.spotify.com/v1/tracks/25HQpWmR3owrTDmh7FpXrh,https://api.spotify.com/v1/audio-analysis/25HQpWmR3owrTDmh7FpXrh,450000,4,"Alborada del gracioso, M. 43: Assez vif",Maurice Ravel,450000,2024-01-12 19:26:00
0,0.645,0.52,2,-8.958,1,0.0275,0.0411,0.000703,0.265,0.518,115.502,audio_features,64U8BnjOqw1e5xeqeustV5,spotify:track:64U8BnjOqw1e5xeqeustV5,https://api.spotify.com/v1/tracks/64U8BnjOqw1e5xeqeustV5,https://api.spotify.com/v1/audio-analysis/64U8BnjOqw1e5xeqeustV5,233338,4,Conversation,Rahsaan Roland Kirk,56946,2024-01-12 19:27:00
0,0.269,0.972,7,-20.722,1,0.185,0.957,0.596,0.112,0.0255,90.773,audio_features,5q0HOHDcBviPz7gQrojGln,spotify:track:5q0HOHDcBviPz7gQrojGln,https://api.spotify.com/v1/tracks/5q0HOHDcBviPz7gQrojGln,https://api.spotify.com/v1/audio-analysis/5q0HOHDcBviPz7gQrojGln,19627,4,Horses - Monogram / Republic,Rahsaan Roland Kirk,19626,2024-01-12 19:30:00
0,0.63,0.32,0,-10.566,1,0.0464,0.558,3.88e-06,0.0903,0.348,122.517,audio_features,3ujbZ2FGIoTQG3v07tmV2D,spotify:track:3ujbZ2FGIoTQG3v07tmV2D,https://api.spotify.com/v1/tracks/3ujbZ2FGIoTQG3v07tmV2D,https://api.spotify.com/v1/audio-analysis/3ujbZ2FGIoTQG3v07tmV2D,474627,4,Bye Bye Blackbird,Rahsaan Roland Kirk,158680,2024-01-12 19:30:00
0,0.601,0.347,0,-11.256,1,0.0555,0.48,0.000843,0.0794,0.62,80.95,audio_features,7GCqhk5tefqvhZpCrsimd1,spotify:track:7GCqhk5tefqvhZpCrsimd1,https://api.spotify.com/v1/tracks/7GCqhk5tefqvhZpCrsimd1,https://api.spotify.com/v1/audio-analysis/7GCqhk5tefqvhZpCrsimd1,171333,4,High Heel Sneakers,Rahsaan Roland Kirk,289000,2024-01-12 19:35:00
0,0.164,0.417,1,-9.756,1,0.0648,0.134,0.989,0.625,0.0168,125.202,audio_features,5ifeWEz9KmWXPv0uItZD9j,spotify:track:5ifeWEz9KmWXPv0uItZD9j,https://api.spotify.com/v1/tracks/5ifeWEz9KmWXPv0uItZD9j,https://api.spotify.com/v1/audio-analysis/5ifeWEz9KmWXPv0uItZD9j,305530,5,"Dream, Pt. 1",Rahsaan Roland Kirk,51133,2024-01-12 19:36:00
0,0.497,0.495,5,-10.89,0,0.0944,0.236,0.875,0.0903,0.64,134.05,audio_features,3RRNMBISDmO1abTuMahMNx,spotify:track:3RRNMBISDmO1abTuMahMNx,https://api.spotify.com/v1/tracks/3RRNMBISDmO1abTuMahMNx,https://api.spotify.com/v1/audio-analysis/3RRNMBISDmO1abTuMahMNx,412640,4,Echoes of Privimitive Ohio & Chili Dogs,Rahsaan Roland Kirk,412640,2024-01-12 19:43:00
